source_split,source_id,text,emoji_type,emotion_group
train,2688,ngày nào cũng ngủ với mẹ rồi mà vẫn còn tiếc :))))),emoticon,sadness
train,32079,Tuổi thơ của tui đó ❤️,unicode,positive
train,5100,"như đi hiến máu chẳng hạn :3 , suýt thì được gặp :(",emoticon,sadness
train,14110,Mun xem ge😋🥹,unicode,positive
train,20007,Đỗ Thị Trang kaka j chứ c fan của thể loại phim ntn 🤣,unicode,positive
train,14729,"Thầu có quyền gì mà giữ giấy tờ của người ta, phải xử lý mạnh các trường hợp ntn để răng đe các thành phần muốn lợi dụng sức lao động của người khác, trục lợi làm giàu cho bản thân. Nghiệp cũng đến nhanh thôi chủ thầu ạ 🙏",unicode,anger
train,1607,đáng yêu vậy =))),emoticon,positive
train,tik012893,sống nay cht mai v khỏi lo☺️,unicode,positive
train,2623,cái phim vietsub đang hay lồng tiếng vào nghe dị ứng thật 😒😒,unicode,anger
train,tik023446,Tự hào Người Việt Nam 🥰❤🇻🇳🇻🇳🇻🇳🇻🇳,unicode,positive
train,tik012933,18 tuổi mang trong mình nhiều ước mơ 🍀,unicode,positive
train,33298,Vương Bích Trân nhìn mặt đúng hãm 🤣,unicode,positive
train,5083,"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭😭",unicode,sadness
train,16053,Nam mô adi đà phật🙏🏻🙏🏻🙏🏻,unicode,positive
train,4063,per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :),emoticon,anger
train,tik006036,Giấc mơ thành hiện thực trong vòng vài giây thôi 🤣,unicode,positive
train,tik011948,thứ mà kiến tôi hối hận nhất trong cuộc đời này là cứ mãi mê ăn choi là ko nghe lời của cha cho tới khi cha tôi mất đi rồi thì đã quá muộn màng😞😞,unicode,sadness
train,3281,bà xinh thật sự ❤️,unicode,positive
train,2736,má tao coi mà cứ sợ nó bay ra 😌😌,unicode,fear
train,25674,Sau vụ này mới biết dân trí VN thấp vkl :),emoticon,anger
train,16670,"Thôi ráng cực xíu cho mẹ mau khỏe. Ráng học mốt thành tài, chứ chạy ba gác như chú vất vả lắm á! ❤️❤️❤️ nhớ ba mẹ quá",unicode,sadness
train,you005334,Tuyệt vời 👍cảm ơn a vì trách nhiệm của bản thân vì mọi người.,unicode,positive
train,23068,Con t đẻ t đặt tên :)),emoticon,positive
train,1355,ngưỡng mộ quá đi ạ . chúc 2 ac mãi mãi hạnh phúc như này nha :))),emoticon,positive
train,24895,Thương con quá 😔,unicode,sadness
train,33654,Thoii làm mẹ đơn thân tốt hơn :)),emoticon,positive
train,11780,Tự mình thương mình thôi.đợi ngta thương thì chắc phải tu 10 kiếp.🤣🤣🤣🤣,unicode,sadness
train,3852,anh nói vậy với em lần nửa đi 🙃,unicode,anger
train,22071,"Do Chau Giang Chị ơi mai chị mang lap đi quán cà phê nào, để em pick 1 thằng cháu em ra đánh đổ nguyên chậu nc vô máy chị ạ 🙂 xong chị cũng xin lỗi em nhé",unicode,anger
train,4910,lãng mạn vãi_chưởng =)))))) 0,emoticon,positive
train,you004484,Việt Nam cũng đang trên đường giông như Nhật… có khác gì đâu :)),emoticon,positive
train,you005499,Không chắc chắn về bản thân à🤔,unicode,interest
train,2960,tao sẽ chỉ tự an ủi là đấy chỉ có trong phim truỵên ngôn tình :),emoticon,sadness
train,6820,sao có thể từ chối lời tỏ tình dễ thương thế này ❤️❤️,unicode,positive
train,x000052,@nangoc84 ETH là lối khác cho bạn nếu BTC sẽ khó khai thác hơn sau halving🤑,unicode,positive
train,12042,💔🥺😔 tỗn thưn,unicode,sadness
train,12799,Nhiều lúc cũng áp lực lắm nhưng chỉ là đứa trẻ chưa biết gì có thể dừng làm vậy đk 😢,unicode,sadness
train,3262,tỏ tình cho nó biết thôi chứ yêu đương gì tầm này :(((,emoticon,sadness
train,tik018347,"Xấu nên chả dám đi đâu , chả dám chụp ảnh , chả dám yêu đương . Tự ti đến tiêu cực luôn 🥺",unicode,sadness
train,3212,"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))",emoticon,interest
train,29365,A ns thật a không biết e đi xe máy đúng hay sai mà e đá vô xe porsche e cũng bản lĩnh đấy :)),emoticon,anger
train,32490,Thôi tao độc thân cho lành 😂,unicode,positive
train,x000434,@Hien2021 Trẻ…. Nên chúng ta nghĩ còn nhiều cơ hội.. trẻ nên chúng ta có quyền làm lại… khi già thì cơ hội không còn nên sống biết trân trọng và thấy cái gì quan trọng hơn :).,emoticon,positive
train,13207,Hoài Phạm xưn nthe 🤣🤣🤣,unicode,positive
train,tik011611,Giá như lucd đó k như v :🥺,unicode,sadness
train,26561,Trời sinh tính 😞,unicode,sadness
train,tik022035,T đc làm chính mình khi ở bên con bn t luôn ấy 👍,unicode,positive
train,tik011494,"hối hận vì bỏ đoạn tình cảm này, và hiện tại sắm phải nhìn anh ấy đi lên lễ đường cùng cô gái khác, nm chắc chắn tôi không hối hận vì bỏ anh để chọn sự nghiệp.🥰",unicode,sadness
train,357,khoảnh khắc tao nhận ra tao đã từng rơi vào hoàn cảnh bế tắc này 😌😌,unicode,sadness
train,3440,chỉ mong thương nhau đến đầu bạc răng long . vậy là đủ 👌,unicode,positive
train,2670,mẹ thấy đơn giản không ? đấy giờ chỉ việc lên số cái .... lên ...☝️☝️,unicode,positive
train,you005128,Nhìn dáng bà hasara mà chỉ biết ước ❤❤,unicode,positive
train,3360,t tin crush của tao không bị thịt vì tao đéo crush ai cả =)),emoticon,positive
train,121,đẳng cấp :)),emoticon,positive
train,5654,per đọc nhầm con nhện thành con gián :)) thật khó hiểu,emoticon,positive
train,tik019700,@bnocc 🤩🤩🤩,unicode,positive
train,43,nào thức tỉnh đi các bạn ơi 😃,unicode,positive
train,15505,Jane xinh z mà 🥲,unicode,sadness
train,1494,em đừng đi tập gym em nhé . bth em đã mê trai lắm rồi . em mà đi tập nữa chị không biết em như thế nào luôn 😢 per,unicode,fear
train,tik023546,Cảm thấy tự hào vì mình là người VIỆT NAM 🥰,unicode,positive
train,30845,Lê Hoàng Phúc luc truoc chac mua bang chu hoc hành gi 😒,unicode,anger
train,tik005294,nam mo a di da phat 🙏🙏🙏,unicode,positive
train,6782,quả nhiên chồng con nhà người ta đéo bao giờ làm tao thất vọng 😄,unicode,positive
train,2490,khổ thân vãi :)) xong bà lườm luôn :)),emoticon,anger
train,27668,Lee Tuấn cho t lạy 1 phát 🤦🤦🤦,unicode,anger
train,454,dell hiểu sao ngày sưa tao có thể cầm nó trưen tay đi câu cá 😳😳😳 nhớ lại vẫn thấy ớn 😂,unicode,sadness
train,tik016255,"tự tin lên nào,cậu là người xinh đẹp nhất đó🫵",unicode,positive
train,tik006318,ui lại còn xả thoải mái jk đừng sợ.. rồi tỉnh dậy má ôi là thật 😂😂😂,unicode,positive
train,29696,"con xe điện tương tự bên TQ khoảng 60-80 triệu, bên đó thặng dư cả núi. sang nhập về bán doanh nghiệp và TQ hưởng lợi, chứ mấy ông yêu nước bị lùa gà được gì 😅",unicode,anger
train,1937,em nó đây nha các bác . kkkkk :))))),emoticon,positive
train,tik023409,tự hào là dân VIỆT NAM con cháu BÁC HỒ ❤❤❤❤❤❤❤❤❤❤💞💞💞💞💞💞,unicode,positive
train,1815,"đm đi học bị mấy con điên này đuổi cắn , dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay chân . thứ dòng đỹ gì đâu á :))",emoticon,anger
train,tik012915,t nghĩ t đã block nó vì nó phiền và xàm và 1h sau t nhận ra t còn chx block nó🤩,unicode,positive
train,6059,sắp có thực đơn món mới 😍,unicode,positive
train,tik021312,@Nqocc_💗 😌,unicode,positive
train,18911,Thơ như đb 😆,unicode,anger
train,6154,t chỉ sợ cảnh đấu kiếm :((,emoticon,sadness
train,28473,"Lê Mỹ kiểu k có 1 dấu hiệu gì luôn ấy. Từ hồi biết ẻm chỉ thấy tràn đầy năng lượng cười cười nói nói thôi mà đùng cái, vẫn còn đang trong world tour vs Sanha mà, shock vch luôn 😭",unicode,sadness
train,6815,nhất là lúc 16h chuẩn bị đến giờ đá bóng . chất rơm đầy bếp cho nó mau chín 🥰🥰 yêu quá thời đó,unicode,positive
train,3134,ngày xưa hồi còn học mẫu giáo mỗi lần đi qua là nó rượt tao chạy té khói dume còn thiếu nước chạy lại quỳ xuống van xin nó nữa thôi . đến giờ nó vẫn là nỗi ám ảnh với tao :)),emoticon,fear
train,27578,Đọc cmt tởm thật sự:))) đhs có nhiều người nghĩ vui thật🙂,unicode,anger
train,14797,"Làm ăn chân chính bằng công sức thì họ k trả tiền
Còn buôn bán bất hợp pháp thì sống k yên kể ra cuộc sống này quá vất vả, thấy thuong g₫ nhỏ qua ước gì mình có nhiều tiền như người ta ₫ể giúp ₫ỡ những hoàn cảnh khó khăn này 😌",unicode,sadness
train,tik023742,Việt Nam tôi đó 🇻🇳,unicode,positive
train,you001769,"Mỗi lần stress e lại mở video của c ra xem. E đang stress rất nặng😥. E phải liên tục ở nhà suốt 6 tháng và đối diện với người trong gia đình - là những mối quan hệ toxic theo e là như vậy. Ngôi nhà e cảm thấy đầy sự ngột ngạt, không chút riêng tư, e không thể chia sẻ được gì, cũng như chẳng ai chịu ngồi xuống để lắng nghe hay cố gắng hiểu e. E khóc rất rất nhiều trong thời gian qua, e muốn bỏ học nhưng e k thể làm thế. Suốt ngày toàn nghe những câu chửi, chê bai, trách móc, thâm chí là đánh đập. E rất ghét khi p sống như z, e p lm s đây🥺",unicode,sadness
train,5326,"nhà tao bên cạnh phòng tập gym , lúc trước bán dụng cụ thể thao ế vãi ra , nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn , gia đình tao phất lên trông thấy !😂😂",unicode,positive
train,tik011632,Giá như lúc đấy mik bình tĩnh hơn😌,unicode,sadness
train,1171,đừng tưởng nó nói yêu mày là yêu mày thật :))),emoticon,anger
train,4023,chuột nhìn thấy mèo sợ là đúng rồi =)),emoticon,positive
train,3731,khoảnh khắc nhận ra đồng nghiệp mình is the best :)) nguyễn ngọc thái hiền,emoticon,positive
train,2507,hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤😤,unicode,anger
train,tik012690,"quá nhiều sự nghỉ
quá nhiều nỗi lo
và quá nhiều rủ ro😌",unicode,sadness
train,11584,Nhìn như Imbramovic 🤣,unicode,positive
train,tik018306,Đúng vậy.Nhiều lúc muốn làm lắm nhưng mà ngại😥.Luôn tự ti,unicode,sadness
train,6561,sao lại cưng đến thế này ^^,emoticon,positive
train,tik011800,ước gì thời gian có thể quay lại🥺,unicode,sadness
train,1289,thề dume c còn hết hồn nói chi đến khách =)))) sáng sớm ra mở cửa với tối đóng cửa thôi độ gan dạ cũng phải tăng lên mấy chân kính =)))),emoticon,fear
train,you002334,Em gặp một chuyện làm em khá tiêu cực vào buổi trưa và chiều em xem đc clip này của chị. Xem xong nó khá hẳn chị ạ. Cảm ơn chị nhiều ❤,unicode,positive
train,tik012282,Hối hận nhất lấy một người phản bội mình dù cho bản thân đã cố gắng rất nhiều 😊,unicode,sadness
train,tik011886,Hối hận vì đã nhầm ck 😭,unicode,sadness
train,tik005281,"vùng này ở đâu vậy mọi người, cảm ơn nhiều mô phật a Di Đà Phật 🥰🥰🥰",unicode,positive
train,4078,thôi mình nói đùa đấy :(,emoticon,sadness
train,590,nhìn dơ vãi dume :v,emoticon,anger
train,you002129,Cám ơn chị nha :),emoticon,positive
train,19423,Thêm cả phòng khám hoàn cầu nữa nha mng :)) dụ ba tui mổ 52tr tiền mổ trĩ. Clm nó 🙂,unicode+emoticon,anger
train,3076,per được đi thi chưa babe 😂,unicode,positive
train,5415,"mất đi một di sản , chứng tích của lịch sử 😓",unicode,sadness
train,13146,😢😢 Hà Nội sẽ buồn vậy sao,unicode,sadness
train,5670,ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣,unicode,positive
train,5705,"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓",unicode,sadness
train,31618,Buồn cưòi cái là cứ đi bắt cái con vật xong lại đi thả nó ra 🤭🤭🤭 nhiều ng cũg rảnh thật,unicode,anger
train,33641,Nguyễn Thị Ngọc Ánh yêu nhau 4 năm tìm hiểu ne 😂,unicode,positive
train,30927,Phương Thảo chúng tôi đánh giá cao tính thần đóng góp của chị🤣🤣,unicode,positive
train,16765,Ổng chết xong nghỉ coi luôn 🥲,unicode,sadness
train,20053,Bị lậm phim “bóng ma” ha gì 🥹,unicode,fear
train,1097,:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo,emoticon,positive
train,tik015783,T tự ti vì tóc của t tại vì nó k đc dài như các bn gái khác và tóc của mk rất giống con trai ☹️,unicode,sadness
train,2638,"còn tôi thì lại khác , thanh xuân của tôi chả có bây giờ gặp được aiii và hạnh phúc bền lâu cả :(",emoticon,sadness
train,21498,Bảo sao dạo này quán ế khách vậy 😔,unicode,sadness
train,tik018999,co khi kh giám ra đường☺️,unicode,fear
train,tik019260,tôi không ngại mà tôi không biết nói gì :)),emoticon,sadness
train,4175,"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓",unicode,positive
train,tik014687,@m45 làm tròn m5🗿 mặt mụn tự ti 🥺,unicode,sadness
train,tik013237,Ai cũng bắt đầu từ đâu đó mà 🫂,unicode,positive
train,tik024162,có 2 khứa nước ngoài đang ngồi thấy thế ngại quá đứng dậy liền 🥰,unicode,sadness
train,23784,Quan trọng là ngày mai lại bước tiếp 👍🏻,unicode,positive
train,tik005102,"các bố cõi trên báo kinh tế nước ta phát triển nhanh lắm, đời sống của người dân ấm no hạnh phúc 😅",unicode,anger
train,31459,Vũ Hà 2 đội ko có tiền mời ấy chứ :)),emoticon,anger
train,x000828,@vinhnd088 👍🏼,unicode,positive
train,2657,chỉ mong cảnh này sẽ không còn xãy ra ở xã hội này nữa . bất hạnh vậy đủ rồi 😞🙁,unicode,sadness
train,26564,Nhờ vụ này tôi mới biết Nờ Ô Nô là ai😢,unicode,sadness
train,51,"dưới nước không nhìn được , kiểu gì chả có đứa sờ mông sờ .... dcm súc vật :)",emoticon,anger
train,6249,yêu em mọa mọa 😘😘,unicode,positive
train,109,thật chứ thấy bạn nam kia cứu con chó không cần nhìn mặt cũng biết đẹp trai rồi 😆,unicode,positive
train,12088,💞😼🖕🏻 u la troi,unicode,anger
train,922,"tỉ năm mới thấy cười một lần người gì đâu mà khó cười đến thế 🤨 chả bù cho mình , lúc đéo nào cũng cười , cuộc sống tràn ngập niềm vui < 3",unicode,positive
train,13401,"Thanh Huyền Đinh đúng r bác ơi, trong chở ng mà xách đồ đi để bọn giám sát mà biết đk thì khóa tài khoản bác ạ, bác phải thông cảm cho từng txe, cũng tùy cơ a ạ🤣🤣🤣, e có đợt giao chìa khóa mà a kia cho thêm 30k cũng k từ chối 🤣🤣🤣",unicode,positive
train,25686,Thuỳ Dung Bình thường giao thông sẽ có camera đợi 1 2 ngày nữa có sẽ video nên chưa biết ai đúng ai sai được… ở đâu mình không biết chứ dưới mình bỏ chạy mà bắt được lấy xe về xã xử lý chứ không có đánh như này… 😂,unicode,positive
train,3945,bố mẹ cho ta đx tồn tại trên cuộc đời này biết nhận thức thì tự đi lên từ đôi tay của mình nhé 😘,unicode,positive
train,23060,Hoàng Huy Đặng láo nháo e sử ngay a ơi🤣🤣,unicode,positive
train,2707,mệt như chó :3 nhưng mà hoan hỉ đầu năm đi xin lộc :v,emoticon,positive
train,32164,Tịnh Quách 🤣🤣 giờ t hiền rồi.ko đanh đá nửa,unicode,positive
train,tik023422,đổi mới cuối cùng là hay nhâtd🥰,unicode,positive
train,498,hy vọng sẽ mau tìm được anh người yêu thật tốt để 5 năm sau có một gia đình như vậy ❤️❤️,unicode,positive
train,2299,lại là bà hàng xóm 😒,unicode,anger
train,13112,Rồi sẽ ổn thôi 🤗,unicode,positive
train,31806,"Hoàng Tâm đúng r. Qq gì Messi cũng mua hết. Mua cả giởi thể thao. Trong khi đó Cr7 liêm khiết, k mua gì nên đi đến đâu ai cũng ghét b hén :)(",emoticon,anger
train,tik013614,tự nhiên thấy hình bóng tui trong đấy😂,unicode,positive
train,tik014447,mình tự ti lắm mình cũng mún đc khen xinh😌,unicode,sadness
train,176,câu hỏi thú vị 😃😃😃,unicode,positive
train,85,có ai không nghe thấy nói gì mà toàn xem hình người con gái ấy không 😂,unicode,positive
train,32479,Tú Ngân có vào đó xin vía ko 😃,unicode,positive
train,32534,Xiêng Mỹ Ngà chắc thằng này cầu hôn xong tốn kém đòi cô bé này tiền cô bé ko đồng ý xong giết luôn phải ko ah😭,unicode,anger
train,tik012006,điều hối hận nhất là.. vì sao lúc anh đi mà sao em ko kịp giữ.. và sau đó AK ấy đã đi thế giới bên kia rồi 😭,unicode,sadness
train,tik012819,Kết thúc r☺️,unicode,positive
train,21526,Nguyen Phuong Anh bạn đã quá hiểu tôi =)))),emoticon,positive
train,4423,khi tao cảm nắng một ai đó xin thượng đế cũng tát tao một cái như cách sóng xô vào cát cho tao tỉnh con mẹ nó ngộ 😂,unicode,positive
train,you004517,Dấu hiệu đỉnh cao sự phát triển. Mong vn dc một nữa nhật ❤,unicode,positive
train,31809,"Tạ Trọng Linh k sao, france football có siêu QBV thì năm sau ả rập sẽ có thêm siêu QBV ả rập 🤣. T biết thừa",unicode,positive
train,31616,Phóng sinh tích đức kh thấy thấy tuyệt chủng thì có =)),emoticon,positive
train,x001488,@TvNhinhi cúc em tô dc một bức tranh rực rỡ em nhé ^^,emoticon,positive
train,14777,Rồi miền bắc thiếu vc ah mà mò đi làm xa vậy 🫣🫣,unicode,anger
train,16755,mình cũng bỏ phim từ lúc Glenn chớt.. :(,emoticon,sadness
train,22731,Cũng vì chén cơm manh áo thôi mà 😔lòng người thật ác quâ 🥹🥹🥹,unicode,anger
train,tik022157,khoảng cách thế hệ thôi chứ gặp ai t cũng khùng nổi ☺👍,unicode,positive
train,tik017048,"Thay vì ngồi tiêu cực thì hãy chọn lọc cách hoàn thiện bản thân i các cô nương oiii , các bn ko hề xấu đâu 🤗💖",unicode,positive
train,1803,tớ chỉ an ủi bạn í thôi mà :(,emoticon,sadness
train,5648,trắc đấy là nyc của nó 🤣,unicode,positive
train,16672,Đọc mấy bài này thấy tích cực hơn hẳn 🥹,unicode,positive
train,5507,dân chơi nhìn cái biết ngay 🤣🤣,unicode,positive
train,24877,"Kỳ Đồng  tình cảm thế,:)",emoticon,positive
train,tik023671,sẽ cố gắng trở thành 1 lập trình viên làm đất nước đi lên trong lĩnh vực đó🥰,unicode,positive
train,tik019771,@vo dat g 🫰🫰 @Ghệ của Hyuk Kwon 🤩,unicode,positive
train,5180,cái cây gia công sản xuất kém chất lượng quá :)),emoticon,anger
train,12065,Hải Hậu Hoàng Nguyễn cgi mà hề hước quá z chị mìn =))))),emoticon,positive
train,tik010081,"ngoại k thw, nội thw s1💗",unicode,positive
train,16702,Hồi đó coi đến đoạn glenn chết t buồn quá đến nỗi bỏ phim không k thèm xem nữa :)),emoticon,sadness
train,2436,giận làm gì cho mệt 🙄 đằng nào mày cũnh phải xin lỗi tao mà,unicode,anger
train,you003748,"Thật may mắn là mấy đứa cháu tôi ko có kiểu iu như vậy. Hãy quên ngay và luôn những người ko tôn trọng mình đi cháu trai ạ bởi phía trước sự nghiệp tương lai còn nhiều , cháu ko thay đổi thì cuộc đời này cháu ko chỉ chờ người ta một đêm đâu mà sẽ rất nhiều rất nhiều đêm đấy 😢",unicode,sadness
train,23452,Đang nợ tiền cơm là cái chắc 😅,unicode,positive
train,you000581,Em thật sự biết ơn anh rất rất nhiều. Một người thầy tuyệt vời ❤❤❤,unicode,positive
train,28497,Khánh Vy shock thật sự lun :(((,emoticon,sadness
train,29360,Rồi sau đó cô gái đi vision lên xe Porsche đi luôn vì không khuyên được anh zai đi vision 🤣🤣🤣,unicode,positive
train,33728,":))) 4 năm mới cưới mà như này, bảo sao yêu thì vui, lấy về hết vui",emoticon,sadness
train,tik019000,vì ko có nhan sắc nên tôi luôn tự ti khi đối mặt trc đám đông 😢,unicode,sadness
train,11316,"Đào Êm mình cũng nghĩ là ph ko xem cam cả ngày ko ngó cam à. Thì đọc kỹ thấy mẹ đi xuất khẩu lđ. Bé ở với bà và cậu. Ba thì ko thấy đề cập 😢 neu ở với mẹ chắc mẹ sẽ lên dự tk với bé. Con mình cũng mới tn mầm non, nghĩ thương quá",unicode,sadness
train,27589,Trà My chưa bị bế lên phường là chưa sợ mô...ae yên tâm 😼😼,unicode,anger
train,tik016568,cx ngại😔@hn,unicode,sadness
train,2790,thương em :(,emoticon,sadness
train,you003431,"Trong phim thì có, ai dè đời thường cũng vậy ta 😅😅😅",unicode,positive
train,19392,"Thẻo lờ là có thật 😖
Charles Nguyễn",unicode,anger
train,31798,Pham Hoang Nam đồng đội b ơi :v,emoticon,positive
train,17242,"Ai ai cg đã từng trải qua áp lực,khó khăn mới đi đến thành công tất cả đều phụ thuộc vào sức khỏe,ai chửi ai mắng ko qtr, qtr là phải giữ gìn sức khỏe ,đến khi nằm 1 chỗ rồi mới biết ai là người bên cạnh mh lúc này ❤️",unicode,positive
train,tik022060,@SGP.TVyyy🙊 @vợ anh @M.ỹ k.i.m🥇🥇 t cx từng là 1 đứa trầm tính cho đến khi gặp bọn m😔,unicode,sadness
train,27294,Khánh Vân thật í tim đập bịch bịch luôn 🙉,unicode,positive
train,22022,Nguyễn Thu Trang tk ck nói lỗi là do bạn chủ tus không tự bảo vệ máy tính chẳng khác nào kêu con ổng cầm dao đâm mà kêu ngta đỡ đi xong đổ lỗi tại ngta đứng đó nên bị đâm :))))),emoticon,anger
train,tik014678,ngại lắm🥹,unicode,sadness
train,4354,nhà tạp hoá đấy hả ... :)))),emoticon,interest
train,you002418,Em đang áp lực vì điểm số :((( em kh được hoàn hảo nên bị đem ra so sánh. Không phải em lười học nhưng em đã cố gắng hết sức :((( Tất cả các môn em đều trên 7. nhưng em lại dính môn anh 4.9 :&lt; Mọi người có cách nào có thể giúp em về cách học tiếng anh hiệu quả kh ạ :&lt; Em cấp 3 ạ :(,emoticon,sadness
train,thr000097,"Sống ở Mỹ và có 3rd language, chúng tôi chọn nói gì cringe quá thì chuyển qua 2 ngôn ngữ kia😭😭 Translate",unicode,sadness
train,301,18t đủ trách nhiệm pháp lý rồi 😏,unicode,anger
train,1680,nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :),emoticon,fear
train,3869,những điều đơn giản nhưng thật hạnh phúc 😘,unicode,positive
train,25732,"y chang, lấy cái sai của người này để biện hộ cho lỗi sai của người khác. Các em sai, còn trẻ trâu, thích thể hiện và kh biết suy nghĩ thì phải dạy dỗ và rèn luyện lại, nhưng kh phải bằng hình thức bạo lực 🙂 Cả hai bên cùng sai mà nói ba mẹ kh dạy đc thì để xã hội dạy? Kh ai mướn luôn đó",unicode,anger
train,tik000964,@𝙢𝙙. @ngxt. @6 gai còn tồi. @thanhhchuc @y cte @quynhnhu... @Minh  Anh kéo áo cái hú hồn 🥰,unicode,interest
train,30415,Nguyễn Uyên dễ thương nhỉ 😊,unicode,positive
train,tik022936,Nghe quả nhạc mà nổi da gà ( tự hào) 🇻🇳,unicode,positive
train,tik023024,"xem mà nổi hết da gà , thật may mắn khi chúng ta ở VN 🥰🥰",unicode,positive
train,17509,"Phụ nữ không thực dụng, họ cũng có quyền lựa chọn cái gì tốt, xứng đôi vừa lứa mà. Đấy là em nói mấy bạn nữ có thu nhập tốt, công việc ổn định, muốn tìm người xứng đôi vừa lứa với mình, chứ cái loại này em cũng chịu, ancut andb ăn chực 🙂
Phụ nữ khôn không phá hủy mối quan hệ với đàn ông tốt. Con đàn bà dốt chỉ xứng nằm với những thằng dơ ! Không tốt thì không phải tiếc :)",unicode+emoticon,anger
train,tik024050,10 điểm không có nhưng 👍👍👍,unicode,positive
train,5263,ông này có võ thiệt 😁😁,unicode,positive
train,24873,"Bạn Muốn Hẹn Hò? Bạn nói đúng ng k ai làm vậy vì họ suy nghĩ chính chắn hơn trưởng thành hơn đi 1 chiếc xe đạp k phanh 100km😏
Trong clip có ng nói 1 câu rất hay thế cái xe nó đổ đèo ntn ta xuống vực chơi ah😏
Thằng bé thương e là đáng quý nhưng đừng hành động theo cảm tính.sao k nhờ bố hay họ hàng ng thân đưa đi tự ý đi như vậy nguy hiểm nếu k may k gặp những ng tốt trong clip mà gặp phải bọn buôn ng thì ntn
Chúng ta k nên vui vẻ tâng bốc những hành động theo cảm tính k suy nghĩ ntn add sh",unicode,anger
train,3824,vừa thấy thương vừa buồn cười vãi :))))))),emoticon,positive
train,tik012372,mong rằng em sẽ không hối hận với quyết định hôm nay😑,unicode,sadness
train,tik023806,Sao cô mik lại dạy là VN là nc xuất khẩu gạo lớn nhất thế giới chỉ đứng sau Thái Lan nhỉ 😅,unicode,positive
train,424,"t dọn quán hát mà muốn diệt sạch mấy con ngu :))) đuỵt ăn sinh nhật mà cỡ nát hết cốc , bôi bánh hết lên ghế bàn thì ks , đây bôi cả lên loa , ti vi , trần nhà .... dume cái :))) đồ điện bôi lên để tao dọn tao bị giật chết à :))",emoticon,anger
train,tik020708,"kh ngại , mà sợ nói ra cái ngta ngại dùm😇",unicode,sadness
train,26608,Bảo Phạm Grenades vẫn thấy tôi mấy cái quán thằng này rewiew các a chị khi không đòi tẩy chay quán ăn ngta 😊,unicode,anger
train,755,"hồi nhỏ bà mày có cho một con ngỗng mình tự tay nuôi nó . từ ngày đó nó đeo mày như chó mèo vậy . nhưng khi lớn nó lại mắc bệnh mà mất . giờ cũng hơn 4 , 5 năm rồi những nhớ nó lắm 😓",unicode,sadness
train,you003146,"Điểm yếu lớn nhất của em! Em đã thất bại nhiều, đã mất nhiều cơ hội việc làm bởi sự SỢ....😢 Em cảm ơn anh nhiều! Nếu em đc xem video của anh Khương sớm hơn thì em đã ko bị mất bao nhiêu cơ hội rực rỡ cho mình!",unicode,sadness
train,tik001728,nam mô a Di Đà Phật cầu mong cho gia đình anh chị gặp nhiều may mắn và bình an và khỏe mạnh a Di Đà Phật 🙏🙏🙏🙏,unicode,sadness
train,14192,Duc Anh hêhhe🤭k đi hơi phí,unicode,anger
train,tik023369,Tự hào vì là con người Việt Nam🥰,unicode,positive
train,tik017482,tự ti🥲,unicode,sadness
train,tik018568,"nhiều ng hay bị overthingking thế nhỉ,vui vẻ lạc quan,tự tin lên thì làm j cx sẽ đc công nhận 🤡👍",unicode,anger
train,30450,Mạnh Trương tưởng tn 🤣,unicode,positive
train,tik011954,Hôi hận của t từ 2 năm trc🖤,unicode,sadness
train,23094,cái tên nhiên này hay là tên của tiểu tam lắm. trước mình cũng gặp 😂,unicode,sadness
train,23017,dẹp moẹ thèn ck lun 😌😌,unicode,anger
train,tik018148,"real, dù nóng cỡ nào t k cởi kt ra kể cả học td, k biết các bạn có hiểu cái cảm giác ngồi ăn sáng cứ phải cúi cái mặt xuống để ngta k nhìn thấy mặt mình k rồi nch thì đ dám nhìn thẳng mà nói nữa😭",unicode,sadness
train,you001560,Hi thầy :3,emoticon,neutral
train,30133,Nguyễn Văn Thuần 😥,unicode,sadness
train,29281,Cũng may a ấy đi vision chứ đi civic thì😢,unicode,sadness
train,28071,Thư Trần :))) vậy thay bạn tình như thay áo là có học :)))?? Mà chắc gì bạn đã học hơn bọn vô học mà chê nó :))),emoticon,anger
train,you004338,Ảo z 😅 tiến háo căng thiệt 😂,unicode,positive
